1 12878.63 0.07
10 27998.66 0.35
50 26238.46 1.81
100 23215.86 4.10
200 17950.10 10.75
300 16198.00 17.90
400 15591.38 24.81
500 15018.17 32.16
600 14932.95 38.80
700 14057.18 48.15
800 11221.58 69.11
900 11114.08 78.43
1000 10302.91 94.70
1 41649.31 0.02
10 143926.31 0.04
50 135574.84 0.21
100 143884.89 0.38
200 126390.29 0.83
300 123304.57 1.26
400 119731.80 1.75
500 122428.98 2.12
600 126198.89 2.44
700 113739.77 3.16
800 113610.54 3.61
900 113999.09 4.07
1000 111632.05 4.56
1 42837.56 0.02
10 160823.42 0.04
50 125187.78 0.21
100 137211.86 0.39
200 155231.30 0.67
300 121595.33 1.30
400 118483.42 1.75
500 115687.18 2.19
600 120163.43 2.61
700 121212.12 3.00
800 119445.77 3.54
900 110668.44 4.13
1000 112107.62 4.58
1 41088.01 0.02
10 134770.89 0.05
50 128733.27 0.21
100 132205.19 0.41
200 134734.58 0.79
300 113533.16 1.36
400 123578.84 1.69
500 110107.91 2.33
600 114155.25 2.73
700 111333.77 3.22
800 108695.66 3.75
900 109962.62 4.16
1000 115794.35 4.45
1 35775.62 0.02
10 122159.79 0.06
50 102627.25 0.27
100 97427.91 0.56
200 102375.11 1.04
300 98677.72 1.63
400 92216.90 2.28
500 86550.11 2.96
600 85969.74 3.63
700 85866.39 4.17
800 95675.47 4.34
900 84146.75 5.50
1000 84104.29 6.12
1 13948.95 0.07
10 27367.27 0.35
50 25975.38 1.83
100 22762.45 4.18
200 17992.73 10.73
300 16077.17 18.05
400 15548.23 24.88
500 14930.72 32.40
600 14618.17 39.66
700 13700.88 49.39
800 14145.87 54.66
900 10675.32 82.11
1000 10630.61 91.31
1 42669.39 0.02
10 132135.31 0.05
50 148676.78 0.18
100 129232.36 0.41
200 144341.80 0.73
300 118427.28 1.33
400 113817.43 1.79
500 120948.24 2.14
600 114678.90 2.67
700 114863.30 3.11
800 122729.51 3.37
900 113558.94 4.04
1000 115526.80 4.41
1 41635.44 0.02
10 171821.30 0.04
50 134734.58 0.20
100 131648.23 0.41
200 140449.44 0.75
300 114233.50 1.35
400 113688.05 1.80
500 118990.95 2.18
600 117370.88 2.67
700 110180.70 3.26
800 116171.01 3.49
900 113481.61 4.07
1000 113481.61 4.48
1 38768.70 0.02
10 118203.31 0.05
50 158730.16 0.17
100 127000.25 0.43
200 132872.70 0.79
300 131752.30 1.20
400 108790.25 1.89
500 119990.41 2.16
600 112007.16 2.74
700 112968.82 3.21
800 109481.06 3.75
900 113250.28 4.10
1000 109218.00 4.74
1 35898.91 0.02
10 103712.92 0.06
50 103993.34 0.26
100 98444.58 0.54
200 100321.02 1.05
300 94126.51 1.65
400 87873.46 2.35
500 88028.17 2.92
600 86370.70 3.54
700 86385.62 4.15
800 85062.95 4.85
900 83153.17 5.52
1000 83920.77 6.10
1 14144.67 0.07
10 26901.97 0.36
50 26415.89 1.80
100 22649.03 4.22
200 17897.41 10.78
300 16172.33 17.94
400 15445.92 25.05
500 14759.71 32.78
600 14141.47 41.03
700 13815.59 49.00
800 10970.21 70.98
900 13470.92 64.40
1000 10600.63 91.64
1 42269.00 0.02
10 165016.50 0.04
50 142005.11 0.19
100 133155.78 0.41
200 121536.22 0.86
300 121124.04 1.30
400 117702.45 1.77
500 121477.16 2.14
600 113610.54 2.70
700 113921.17 3.18
800 109529.02 3.72
900 115074.80 4.01
1000 112714.16 4.51
1 41274.56 0.02
10 170415.81 0.04
50 142694.06 0.19
100 158629.44 0.34
200 118175.38 0.87
300 114626.32 1.34
400 114626.32 1.79
500 119932.84 2.18
600 111831.80 2.76
700 116986.42 3.09
800 113430.12 3.64
900 113250.28 4.04
1000 113636.36 4.54
1 40009.60 0.02
10 132943.38 0.05
50 140213.12 0.20
100 156054.94 0.34
200 124316.27 0.85
300 121862.05 1.30
400 122249.38 1.70
500 110570.55 2.32
600 110180.70 2.79
700 105954.66 3.37
800 110326.56 3.76
900 120307.98 3.87
1000 106860.45 4.78
1 36161.14 0.02
10 98931.54 0.06
50 94428.70 0.28
100 96655.72 0.56
200 91224.23 1.14
300 87183.95 1.77
400 90252.71 2.28
500 90464.99 2.89
600 92644.06 3.37
700 87138.38 4.16
800 84860.83 4.83
900 84745.76 5.43
1000 83001.33 6.17
1 13760.46 0.07
10 26546.32 0.37
50 26543.51 1.80
100 23557.12 4.03
200 17731.75 10.89
300 15937.78 18.21
400 15371.84 25.16
500 15018.17 32.20
600 14427.10 40.22
700 12152.74 55.83
800 11055.59 70.13
900 11544.68 75.47
1000 10740.45 90.70
1 42169.18 0.02
10 120627.27 0.05
50 126422.25 0.21
100 138159.72 0.39
200 134734.58 0.76
300 131821.78 1.19
400 157430.72 1.30
500 116387.34 2.17
600 118877.80 2.62
700 116550.12 3.07
800 113869.28 3.58
900 112485.94 4.05
1000 117288.30 4.39
1 42629.38 0.02
10 145222.19 0.05
50 165727.55 0.16
100 142897.97 0.37
200 124564.03 0.83
300 128501.67 1.21
400 111259.46 1.83
500 122129.95 2.12
600 113558.94 2.74
700 114311.84 3.16
800 111185.23 3.67
900 113507.38 4.08
1000 113869.28 4.51
1 41308.66 0.02
10 143389.73 0.04
50 116658.90 0.23
100 126103.41 0.43
200 118708.45 0.86
300 119531.44 1.33
400 116822.42 1.80
500 105307.49 2.41
600 119474.31 2.62
700 112334.30 3.19
800 112612.61 3.66
900 114129.20 4.12
1000 110864.74 4.67
1 36411.30 0.02
10 121565.77 0.06
50 116279.06 0.24
100 99147.33 0.54
200 98697.20 1.07
300 92438.53 1.69
400 93179.27 2.23
500 93632.95 2.79
600 99443.12 3.16
700 93475.41 3.91
800 87765.49 4.75
900 84602.37 5.48
1000 82918.73 6.14
1 14074.99 0.07
10 27816.41 0.35
50 25827.78 1.85
100 23123.53 4.13
200 18085.80 10.67
300 15984.14 18.16
400 15287.71 25.32
500 14926.26 32.39
600 14348.03 40.43
700 12563.76 53.97
800 11110.62 69.73
900 11051.92 78.90
1000 10623.15 91.43
1 42881.65 0.02
10 142450.14 0.04
50 126294.52 0.21
100 159744.41 0.33
200 123304.57 0.85
300 146541.62 1.05
400 117785.63 1.74
500 127616.13 2.01
600 115393.48 2.69
700 123304.57 2.94
800 124502.00 3.36
900 125944.59 3.73
1000 111408.20 4.56
1 41145.49 0.02
10 131061.59 0.05
50 129032.26 0.21
100 143389.73 0.38
200 121684.10 0.87
300 131856.53 1.21
400 110889.34 1.84
500 119588.61 2.20
600 124657.19 2.50
700 115633.67 3.13
800 113045.45 3.65
900 112841.34 4.07
1000 115313.66 4.45
1 42354.93 0.02
10 145137.89 0.04
50 164636.16 0.16
100 119274.81 0.44
200 123885.04 0.85
300 119360.23 1.29
400 112612.61 1.84
500 111906.90 2.28
600 116877.05 2.68
700 110204.98 3.29
800 120279.05 3.47
900 109170.30 4.27
1000 113275.94 4.50
1 35589.72 0.02
10 99760.57 0.07
50 100745.52 0.27
100 103712.92 0.52
200 107550.01 1.01
300 95584.02 1.63
400 86805.55 2.38
500 87581.01 2.92
600 83612.04 3.67
700 90057.63 3.98
800 86355.79 4.77
900 84990.66 5.47
1000 85543.20 6.02
1 14215.04 0.07
10 27092.93 0.36
50 26480.25 1.80
100 23021.32 4.13
200 17717.93 10.90
300 16140.49 17.97
400 15497.63 24.96
500 14987.56 32.27
600 14231.63 40.77
700 13366.48 50.65
800 11921.79 64.97
900 12060.11 72.17
1000 10223.07 95.38
